price,air__airline_Indigo,air__airline_Jet Airways,air__airline_Other,doj__date_of_journey_week,doj__date_of_journey_day_of_year,location__source,location__destination,dur__duration_rbf_25,dur__duration_cat,dur__duration_over_1000,dur__duration,stops__total_stops,stops__is_direct_flight
7229,0.0,1.0,0.0,0.5882352941176471,0.5593220338983051,-0.8584946554683299,-1.8392702385862953,2.3726930841618974,0.0,0,-0.9176718659606969,0.0,1
13292,0.0,1.0,0.0,0.9999999999999999,0.9745762711864407,1.0654039108775666,1.061627485639281,-0.3642912977409259,2.0,1,1.3314509925421423,2.0,0
13727,0.0,0.0,0.0,0.6470588235294118,0.6355932203389831,1.0654039108775666,1.061627485639281,-0.3642912977409259,2.0,0,-0.12445442925657066,1.0,0
10844,0.0,1.0,0.0,0.823529411764706,0.8220338983050848,-0.20435731675889413,-0.22518812033683266,-0.3642912977409259,2.0,1,2.0644240669649423,1.0,0
6416,1.0,0.0,0.0,0.23529411764705876,0.22033898305084743,1.0654039108775666,1.061627485639281,-0.3642912977409259,2.0,0,-0.12445442925657066,1.0,0
7486,0.0,0.0,0.0,0.17647058823529405,0.19491525423728817,-0.8584946554683299,-0.7354716941498041,2.3726930841618974,0.0,0,-0.9377533200544723,0.0,1
12767,0.0,1.0,0.0,0.17647058823529405,0.1694915254237288,1.0654039108775666,1.061627485639281,-0.3642912977409259,2.0,0,0.34745974194715007,1.0,0
11789,0.0,0.0,0.0,0.8823529411764705,0.8983050847457628,1.0654039108775666,1.061627485639281,-0.3642912977409259,2.0,0,-0.22486169972544742,1.0,0
5999,0.0,0.0,0.0,0.17647058823529405,0.1694915254237288,1.0654039108775666,1.061627485639281,-0.3642912977409259,2.0,0,-0.1846987915378967,1.0,0
5694,1.0,0.0,0.0,0.05882352941176472,0.06779661016949157,-0.8584946554683299,-0.7354716941498041,-0.3642912977409259,1.0,0,-0.6867351438822804,1.0,0
14237,0.0,1.0,0.0,0.7647058823529412,0.7796610169491525,1.0654039108775666,1.061627485639281,-0.3642912977409259,2.0,1,0.9197811836197476,2.0,0
3419,0.0,0.0,1.0,0.7058823529411765,0.7118644067796611,-0.8584946554683299,-1.8392702385862953,2.3726930841618974,0.0,0,-0.9176718659606969,0.0,1
2017,0.0,0.0,1.0,0.9411764705882352,0.923728813559322,-1.8925570140157486,-0.7354716941498041,-0.3642912977409259,0.0,0,-1.0883642257577875,0.0,1
6878,0.0,0.0,0.0,0.7058823529411765,0.6864406779661016,1.0654039108775666,1.061627485639281,-0.3642912977409259,2.0,0,-0.06421006697524462,1.0,0
5403,0.0,0.0,1.0,0.4117647058823529,0.3813559322033898,-0.8584946554683299,-1.8392702385862953,3.1123368660536492,0.0,0,-0.9277125930075847,0.0,1
12681,0.0,1.0,0.0,0.2941176470588235,0.2627118644067796,-0.20435731675889413,-0.22518812033683266,-0.3642912977409259,2.0,0,-0.08429152106901996,1.0,0
8372,0.0,0.0,0.0,0.7647058823529412,0.7372881355932204,1.0654039108775666,1.061627485639281,-0.3642912977409259,2.0,1,1.5322655334798958,1.0,0
25703,0.0,0.0,0.0,0.0,0.0,-0.8584946554683299,-0.7354716941498041,2.3726930841618974,0.0,0,-0.9377533200544723,0.0,1
16108,0.0,0.0,0.0,0.8823529411764705,0.8983050847457628,1.0654039108775666,1.061627485639281,-0.3642912977409259,2.0,0,-0.1545766103972337,1.0,0
5678,0.0,1.0,0.0,0.8823529411764705,0.8983050847457628,-1.8925570140157486,-0.7354716941498041,-0.3642912977409259,0.0,0,-1.098404952804675,0.0,1
5678,0.0,1.0,0.0,0.7647058823529412,0.7796610169491525,-1.8925570140157486,-0.7354716941498041,-0.3642912977409259,0.0,0,-1.098404952804675,0.0,1
8452,0.0,0.0,1.0,0.6470588235294118,0.6355932203389831,-0.20435731675889413,-0.22518812033683266,-0.3642912977409259,2.0,0,0.2671339255720487,1.0,0
12346,0.0,0.0,0.0,0.0,0.0,-0.8584946554683299,-0.7354716941498041,-0.3642912977409259,2.0,1,2.395768059512236,3.0,0
7155,0.0,0.0,0.0,0.8823529411764705,0.8728813559322035,1.0654039108775666,1.061627485639281,-0.3642912977409259,2.0,0,0.45790773946291446,1.0,0
4804,1.0,0.0,0.0,0.5294117647058824,0.5169491525423728,-0.20435731675889413,-0.22518812033683266,-0.3642912862015131,0.0,0,-0.9578347741482477,0.0,1
13875,0.0,0.0,0.0,0.05882352941176472,0.0423728813559322,1.0654039108775666,1.061627485639281,-0.3642912977409259,2.0,0,0.42778555832225146,1.0,0
4423,0.0,0.0,1.0,0.5294117647058824,0.5169491525423728,-0.8584946554683299,-1.8392702385862953,3.1123368660536492,0.0,0,-0.9277125930075847,0.0,1
16289,0.0,1.0,0.0,0.05882352941176472,0.06779661016949157,1.0654039108775666,1.061627485639281,-0.3642912977409259,2.0,1,1.5724284416674463,1.0,0
8855,1.0,0.0,0.0,0.0,0.016949152542372947,-0.8584946554683299,-0.7354716941498041,2.3726930841618974,0.0,0,-0.9176718659606969,0.0,1
5769,0.0,1.0,0.0,0.9999999999999999,1.0,-0.8584946554683299,-1.8392702385862953,2.3726930841618974,0.0,0,-0.9176718659606969,0.0,1
6883,0.0,0.0,0.0,0.23529411764705876,0.22033898305084743,1.0654039108775666,1.061627485639281,-0.3642912977409259,2.0,0,-0.30518751610054884,1.0,0
11598,0.0,0.0,1.0,0.17647058823529405,0.14406779661016955,-0.8584946554683299,-0.7354716941498041,2.3726930841618974,0.0,0,-0.9176718659606969,0.0,1
14300,0.0,1.0,0.0,0.8823529411764705,0.8728813559322035,1.0654039108775666,1.061627485639281,-0.3642912977409259,2.0,1,1.5021433523392327,2.0,0
11982,0.0,0.0,1.0,0.9999999999999999,0.9745762711864407,-1.8925570140157486,-0.7354716941498041,-0.3642912977409259,0.0,0,-0.9879569552889107,0.0,1
18909,0.0,1.0,0.0,0.05882352941176472,0.06779661016949157,1.0654039108775666,1.061627485639281,-0.3642912977409259,2.0,1,1.150717905698164,2.0,0
14781,0.0,1.0,0.0,0.6470588235294118,0.6610169491525424,-0.20435731675889413,-0.22518812033683266,-0.3642912977409259,2.0,0,0.3374190149002624,1.0,0
4544,0.0,1.0,0.0,0.47058823529411764,0.4576271186440678,-0.8584946554683299,-1.8392702385862953,2.3726930841618974,0.0,0,-0.9176718659606969,0.0,1
10844,0.0,1.0,0.0,0.7058823529411765,0.6864406779661016,-0.20435731675889413,-0.22518812033683266,-0.3642912977409259,2.0,0,-0.22486169972544742,1.0,0
3943,1.0,0.0,0.0,0.3529411764705882,0.3305084745762712,-0.8584946554683299,-1.8392702385862953,3.1123368660536492,0.0,0,-0.9277125930075847,0.0,1
5769,0.0,1.0,0.0,0.8823529411764705,0.8728813559322035,-0.8584946554683299,-1.8392702385862953,2.3726930841618974,0.0,0,-0.9176718659606969,0.0,1
8938,0.0,1.0,0.0,0.17647058823529405,0.1694915254237288,1.0654039108775666,1.061627485639281,-0.3642912977409259,2.0,1,1.5724284416674463,2.0,0
6144,1.0,0.0,0.0,0.17647058823529405,0.1694915254237288,-0.8584946554683299,-0.7354716941498041,2.3726930841618974,0.0,0,-0.9176718659606969,0.0,1
13339,0.0,1.0,0.0,0.17647058823529405,0.19491525423728817,-0.20435731675889413,-0.22518812033683266,-0.3642912977409259,2.0,0,0.31733756080648706,1.0,0
5406,1.0,0.0,0.0,0.11764705882352944,0.11864406779661019,1.0654039108775666,1.061627485639281,-0.3642912977409259,1.0,0,-0.8775089577731463,0.0,1
8879,0.0,0.0,0.0,0.6470588235294118,0.6610169491525424,1.0654039108775666,1.061627485639281,-0.3642912977409259,2.0,0,0.5884371910724543,1.0,0
15764,0.0,1.0,0.0,0.05882352941176472,0.0423728813559322,1.0654039108775666,1.061627485639281,-0.3642912977409259,2.0,1,1.0703920893230627,1.0,0
4823,1.0,0.0,0.0,0.823529411764706,0.7966101694915255,-0.8584946554683299,-1.8392702385862953,2.3726930841618974,0.0,0,-0.9176718659606969,0.0,1
11087,0.0,1.0,0.0,0.11764705882352944,0.09322033898305082,-0.8584946554683299,-0.7354716941498041,-0.3642912977409259,2.0,0,0.5984779181193419,1.0,0
11087,0.0,1.0,0.0,0.05882352941176472,0.06779661016949157,-0.8584946554683299,-0.7354716941498041,-0.3642912977409259,2.0,1,1.9138131612616274,1.0,0
12524,0.0,0.0,0.0,0.823529411764706,0.8220338983050848,1.0654039108775666,1.061627485639281,-0.3642912977409259,2.0,0,0.11652301986873354,1.0,0
8372,0.0,0.0,0.0,0.8823529411764705,0.8728813559322035,1.0654039108775666,1.061627485639281,-0.3642912977409259,1.0,0,-0.51604278408519,1.0,0
5842,0.0,0.0,1.0,0.5294117647058824,0.5169491525423728,1.0654039108775666,1.061627485639281,-0.3642912977409259,1.0,0,-0.5260835111320776,1.0,0
15554,0.0,1.0,0.0,0.6470588235294118,0.6610169491525424,1.0654039108775666,1.061627485639281,-0.3642912977409259,2.0,0,0.056278657587407487,1.0,0
8586,0.0,1.0,0.0,0.5882352941176471,0.5847457627118644,-0.20435731675889413,-0.22518812033683266,-0.3642912977409259,2.0,0,0.4880299206035775,1.0,0
6297,1.0,0.0,0.0,0.11764705882352944,0.11864406779661019,-1.8925570140157486,-0.7354716941498041,-0.3642912977409259,0.0,0,-0.9879569552889107,0.0,1
7038,0.0,0.0,0.0,0.7058823529411765,0.6864406779661016,1.0654039108775666,1.061627485639281,-0.3642912977409259,2.0,0,0.056278657587407487,1.0,0
6442,1.0,0.0,0.0,0.6470588235294118,0.6355932203389831,1.0654039108775666,1.061627485639281,-0.3642912977409259,2.0,0,-0.35539115133498717,1.0,0
7757,0.0,1.0,0.0,0.5882352941176471,0.5847457627118644,-0.20435731675889413,-0.22518812033683266,-0.3642912977409259,2.0,1,2.1246684292462685,1.0,0
4483,0.0,0.0,1.0,0.5294117647058824,0.5338983050847457,-0.8584946554683299,-1.8392702385862953,2.3726930841618974,0.0,0,-0.9377533200544723,0.0,1
13727,0.0,0.0,0.0,0.6470588235294118,0.6355932203389831,1.0654039108775666,1.061627485639281,-0.3642912977409259,2.0,0,0.11652301986873354,1.0,0
7580,1.0,0.0,0.0,0.6470588235294118,0.6610169491525424,1.0654039108775666,1.061627485639281,-0.3642912977409259,1.0,0,-0.6766944168353928,1.0,0
7480,0.0,0.0,0.0,0.6470588235294118,0.6355932203389831,1.0654039108775666,1.061627485639281,-0.3642912977409259,2.0,0,0.6687630074475557,1.0,0
4145,0.0,0.0,0.0,0.47058823529411764,0.4576271186440678,-0.20435731675889413,-0.22518812033683266,-0.3642912862015131,0.0,0,-0.9578347741482477,0.0,1
1965,0.0,0.0,1.0,0.5294117647058824,0.5169491525423728,-1.8925570140157486,-0.7354716941498041,-0.3642912977409259,0.0,0,-1.0883642257577875,0.0,1
26890,0.0,1.0,0.0,0.0,0.0,-0.8584946554683299,-0.7354716941498041,-0.3642912977409259,2.0,0,-0.20478024563167205,1.0,0
14053,0.0,1.0,0.0,0.05882352941176472,0.06779661016949157,1.0654039108775666,1.061627485639281,-0.3642912977409259,2.0,1,1.5724284416674463,1.0,0
13355,0.0,0.0,0.0,0.0,0.016949152542372947,-0.8584946554683299,-0.7354716941498041,-0.3642912977409259,2.0,0,0.5884371910724543,2.0,0
4107,0.0,0.0,1.0,0.2941176470588235,0.2796610169491526,-0.20435731675889413,-0.22518812033683266,-0.3642912977409259,0.0,0,-0.9678755011951353,0.0,1
8016,0.0,1.0,0.0,0.8823529411764705,0.8983050847457628,-0.8584946554683299,-1.8392702385862953,-0.36119629136143316,1.0,0,-0.9076311389138093,0.0,1
22270,0.0,1.0,0.0,0.0,0.0,-0.8584946554683299,-0.7354716941498041,-0.3642912977409259,2.0,1,1.5824691687143342,1.0,0
11264,0.0,0.0,0.0,0.7647058823529412,0.7372881355932204,1.0654039108775666,1.061627485639281,-0.3642912977409259,2.0,0,0.11652301986873354,1.0,0
13292,0.0,1.0,0.0,0.823529411764706,0.847457627118644,1.0654039108775666,1.061627485639281,-0.3642912977409259,2.0,1,1.0001069999948489,2.0,0
3597,0.0,0.0,1.0,0.5294117647058824,0.5169491525423728,-1.8925570140157486,-0.7354716941498041,-0.3642912977409259,0.0,0,-0.9979976823357984,0.0,1
13039,0.0,0.0,0.0,0.7058823529411765,0.6864406779661016,1.0654039108775666,1.061627485639281,-0.3642912977409259,2.0,0,0.46794846650980215,2.0,0
11087,0.0,1.0,0.0,0.17647058823529405,0.14406779661016955,-0.8584946554683299,-0.7354716941498041,-0.3642912977409259,2.0,0,0.12656374691562122,1.0,0
5530,1.0,0.0,0.0,0.7058823529411765,0.6864406779661016,1.0654039108775666,1.061627485639281,-0.3642912977409259,1.0,0,-0.6264907816009544,1.0,0
6794,1.0,0.0,0.0,0.7058823529411765,0.6864406779661016,1.0654039108775666,1.061627485639281,-0.3642912977409259,2.0,0,0.5281928287911282,1.0,0
13616,0.0,0.0,0.0,0.6470588235294118,0.6610169491525424,-0.20435731675889413,-0.22518812033683266,-0.3642912977409259,2.0,1,2.5765011463562137,2.0,0
11726,0.0,0.0,1.0,0.0,0.016949152542372947,1.0654039108775666,1.061627485639281,-0.3642912977409259,1.0,0,-0.51604278408519,1.0,0
11087,0.0,1.0,0.0,0.11764705882352944,0.09322033898305082,-0.8584946554683299,-0.7354716941498041,-0.3642912977409259,2.0,1,1.3113695384483668,1.0,0
7120,0.0,0.0,1.0,0.823529411764706,0.847457627118644,-0.8584946554683299,-1.8392702385862953,3.1123368660536492,0.0,0,-0.9277125930075847,0.0,1
7229,0.0,1.0,0.0,0.3529411764705882,0.3305084745762712,-0.8584946554683299,-1.8392702385862953,2.3726930841618974,0.0,0,-0.9176718659606969,0.0,1
13364,0.0,1.0,0.0,0.2941176470588235,0.2627118644067796,-0.20435731675889413,-0.22518812033683266,-0.3642912977409259,1.0,0,-0.576287146366516,1.0,0
3100,0.0,0.0,0.0,0.8823529411764705,0.8983050847457628,-1.8925570140157486,-0.7354716941498041,-0.3642912977409259,0.0,0,-1.1184864068984506,0.0,1
1965,0.0,0.0,1.0,0.823529411764706,0.7966101694915255,-1.8925570140157486,-0.7354716941498041,-0.3642912977409259,0.0,0,-1.0883642257577875,0.0,1
10262,0.0,1.0,0.0,0.8823529411764705,0.8728813559322035,1.0654039108775666,1.061627485639281,-0.3642912977409259,2.0,0,-0.06421006697524462,1.0,0
7229,0.0,1.0,0.0,0.5882352941176471,0.5847457627118644,-0.8584946554683299,-1.8392702385862953,2.3726930841618974,0.0,0,-0.9176718659606969,0.0,1
9663,0.0,1.0,0.0,0.5882352941176471,0.5593220338983051,-0.20435731675889413,-0.22518812033683266,-0.3642912977409259,2.0,0,0.44786701241602683,1.0,0
6496,1.0,0.0,0.0,0.9999999999999999,1.0,1.0654039108775666,1.061627485639281,-0.3642912977409259,1.0,0,-0.6766944168353928,1.0,0
6795,1.0,0.0,0.0,0.0,0.016949152542372947,-1.8925570140157486,-0.7354716941498041,-0.3642912977409259,0.0,0,-1.0883642257577875,0.0,1
10577,0.0,1.0,0.0,0.823529411764706,0.847457627118644,1.0654039108775666,1.061627485639281,-0.3642912977409259,2.0,1,1.984098250589841,1.0,0
4050,0.0,1.0,0.0,0.7647058823529412,0.7372881355932204,-1.8925570140157486,-0.7354716941498041,-0.3642912977409259,0.0,0,-1.098404952804675,0.0,1
5192,0.0,0.0,1.0,0.2941176470588235,0.2627118644067796,-0.20435731675889413,-0.22518812033683266,-0.3642912977409259,2.0,0,0.15668592805628423,1.0,0
3873,0.0,0.0,1.0,0.7058823529411765,0.6864406779661016,-0.20435731675889413,-0.22518812033683266,-0.3642912977409259,0.0,0,-0.9678755011951353,0.0,1
13817,0.0,1.0,0.0,0.11764705882352944,0.09322033898305082,-0.8584946554683299,-0.7354716941498041,-0.3642912977409259,1.0,0,-0.5863278734134038,1.0,0
6558,0.0,0.0,1.0,0.17647058823529405,0.19491525423728817,-0.8584946554683299,-0.7354716941498041,2.3726930841618974,0.0,0,-0.9176718659606969,0.0,1
4107,0.0,0.0,1.0,0.47058823529411764,0.4576271186440678,-0.20435731675889413,-0.22518812033683266,-0.3642912977409259,0.0,0,-0.9678755011951353,0.0,1
3573,0.0,0.0,1.0,0.9999999999999999,1.0,-0.8584946554683299,-1.8392702385862953,3.1123368660536492,0.0,0,-0.9277125930075847,0.0,1
5403,0.0,0.0,1.0,0.3529411764705882,0.35593220338983056,-0.8584946554683299,-1.8392702385862953,3.1123368660536492,0.0,0,-0.9277125930075847,0.0,1
10262,0.0,1.0,0.0,0.9999999999999999,1.0,1.0654039108775666,1.061627485639281,-0.3642912977409259,2.0,0,-0.024047158787693913,1.0,0
8784,1.0,0.0,0.0,0.23529411764705876,0.22033898305084743,1.0654039108775666,1.061627485639281,-0.3642912977409259,2.0,0,0.45790773946291446,1.0,0
4668,0.0,0.0,1.0,0.5294117647058824,0.5169491525423728,-0.8584946554683299,-1.8392702385862953,3.1123368660536492,0.0,0,-0.9277125930075847,0.0,1
6674,1.0,0.0,0.0,0.7647058823529412,0.7372881355932204,1.0654039108775666,1.061627485639281,-0.3642912977409259,2.0,0,-0.144535883350346,1.0,0
7295,1.0,0.0,0.0,0.0,0.0,-1.8925570140157486,-0.7354716941498041,-0.3642912977409259,0.0,0,-0.9779162282420231,0.0,1
6961,0.0,0.0,0.0,0.9411764705882352,0.923728813559322,-0.8584946554683299,-1.8392702385862953,-0.36119629136143316,1.0,0,-0.9076311389138093,0.0,1
9663,0.0,1.0,0.0,0.5882352941176471,0.5593220338983051,-0.20435731675889413,-0.22518812033683266,-0.3642912977409259,2.0,0,0.2068895632907226,1.0,0
4544,0.0,1.0,0.0,0.2941176470588235,0.2796610169491526,-0.8584946554683299,-1.8392702385862953,-0.36119629136143316,1.0,0,-0.9076311389138093,0.0,1
5678,0.0,1.0,0.0,0.823529411764706,0.847457627118644,-1.8925570140157486,-0.7354716941498041,-0.3642912977409259,0.0,0,-1.0883642257577875,0.0,1
6795,0.0,0.0,0.0,0.8823529411764705,0.8728813559322035,1.0654039108775666,1.061627485639281,-0.3642912977409259,1.0,0,-0.48592060294452694,1.0,0
11087,0.0,1.0,0.0,0.05882352941176472,0.06779661016949157,-0.8584946554683299,-0.7354716941498041,-0.3642912977409259,2.0,1,1.923853888308515,1.0,0
12395,0.0,0.0,1.0,0.05882352941176472,0.0423728813559322,-1.8925570140157486,-0.7354716941498041,-0.3642912977409259,2.0,0,-0.30518751610054884,1.0,0
6916,0.0,0.0,0.0,0.05882352941176472,0.06779661016949157,1.0654039108775666,1.061627485639281,-0.3642912977409259,2.0,0,-0.17465806449100904,1.0,0
8907,0.0,0.0,0.0,0.9999999999999999,1.0,1.0654039108775666,1.061627485639281,-0.3642912977409259,2.0,0,-0.12445442925657066,1.0,0
6442,1.0,0.0,0.0,0.823529411764706,0.847457627118644,1.0654039108775666,1.061627485639281,-0.3642912977409259,2.0,0,0.6185593722131173,1.0,0
4377,0.0,0.0,1.0,0.17647058823529405,0.19491525423728817,-0.8584946554683299,-0.7354716941498041,3.1123368660536492,0.0,0,-0.9277125930075847,0.0,1
7229,0.0,1.0,0.0,0.5294117647058824,0.5338983050847457,-0.8584946554683299,-1.8392702385862953,-0.36119629136143316,1.0,0,-0.9076311389138093,0.0,1
16736,0.0,1.0,0.0,0.05882352941176472,0.0423728813559322,-0.8584946554683299,-0.7354716941498041,-0.3642912977409259,2.0,0,0.07636011168118284,1.0,0
3100,0.0,0.0,0.0,0.823529411764706,0.847457627118644,-1.8925570140157486,-0.7354716941498041,-0.3642912977409259,0.0,0,-1.1084456798515627,0.0,1
10276,0.0,0.0,0.0,0.05882352941176472,0.0423728813559322,1.0654039108775666,1.061627485639281,-0.3642912977409259,2.0,0,0.2470524714782733,1.0,0
5583,0.0,0.0,1.0,0.47058823529411764,0.4576271186440678,1.0654039108775666,1.061627485639281,-0.3642912977409259,1.0,0,-0.5060020570383024,1.0,0
12898,0.0,1.0,0.0,0.7058823529411765,0.6864406779661016,1.0654039108775666,1.061627485639281,-0.3642912977409259,2.0,1,1.5322655334798958,1.0,0
6528,0.0,0.0,0.0,0.823529411764706,0.847457627118644,-0.20435731675889413,-0.22518812033683266,-0.3642912977409259,2.0,1,1.6226320769018847,1.0,0
6987,0.0,0.0,0.0,0.17647058823529405,0.1694915254237288,-0.8584946554683299,-0.7354716941498041,-0.3642912977409259,2.0,0,0.7089259156351063,1.0,0
14777,0.0,0.0,0.0,0.0,0.016949152542372947,1.0654039108775666,1.061627485639281,-0.3642912977409259,2.0,0,0.257093198525161,1.0,0
14277,0.0,0.0,0.0,0.7058823529411765,0.6864406779661016,1.0654039108775666,1.061627485639281,-0.3642912977409259,2.0,0,0.2972561067127117,1.0,0
13067,0.0,1.0,0.0,0.5882352941176471,0.6101694915254237,-0.20435731675889413,-0.22518812033683266,-0.3642912977409259,2.0,1,0.8996997295259722,1.0,0
11992,0.0,1.0,0.0,0.823529411764706,0.8220338983050848,1.0654039108775666,1.061627485639281,-0.3642912977409259,2.0,1,1.0201884540886244,2.0,0
16389,0.0,1.0,0.0,0.05882352941176472,0.0423728813559322,1.0654039108775666,1.061627485639281,-0.3642912977409259,2.0,1,1.5021433523392327,2.0,0
5747,0.0,0.0,0.0,0.11764705882352944,0.09322033898305082,-0.20435731675889413,-0.22518812033683266,-0.3642912977409259,0.0,0,-0.9678755011951353,0.0,1
10577,0.0,1.0,0.0,0.823529411764706,0.847457627118644,1.0654039108775666,1.061627485639281,-0.3642912977409259,2.0,1,1.7129986203238738,1.0,0
4405,0.0,0.0,0.0,0.17647058823529405,0.14406779661016955,-1.8925570140157486,-0.7354716941498041,-0.3642912977409259,0.0,0,-0.9979976823357984,0.0,1
5583,0.0,0.0,1.0,0.823529411764706,0.8220338983050848,1.0654039108775666,1.061627485639281,-0.3642912977409259,1.0,0,-0.5060020570383024,1.0,0
15129,0.0,1.0,0.0,0.7058823529411765,0.6864406779661016,1.0654039108775666,1.061627485639281,-0.3642912977409259,2.0,1,1.492102625292345,2.0,0
13941,0.0,1.0,0.0,0.5882352941176471,0.6101694915254237,-0.20435731675889413,-0.22518812033683266,-0.3642912977409259,2.0,0,-0.22486169972544742,1.0,0
10844,0.0,1.0,0.0,0.6470588235294118,0.6355932203389831,-0.20435731675889413,-0.22518812033683266,-0.3642912977409259,2.0,1,0.7892517320102078,1.0,0
6838,1.0,0.0,0.0,0.823529411764706,0.8220338983050848,1.0654039108775666,1.061627485639281,-0.3642912977409259,2.0,0,0.14664520100939657,1.0,0
3687,0.0,0.0,1.0,0.5294117647058824,0.5169491525423728,-1.8925570140157486,-0.7354716941498041,-0.3642912977409259,0.0,0,-0.9979976823357984,0.0,1
6197,0.0,0.0,1.0,0.17647058823529405,0.19491525423728817,-0.20435731675889413,-0.22518812033683266,-0.3642912977409259,1.0,0,-0.5863278734134038,1.0,0
6104,1.0,0.0,0.0,0.823529411764706,0.7966101694915255,1.0654039108775666,1.061627485639281,-0.3642912977409259,2.0,0,-0.003965704693918561,1.0,0
7618,0.0,0.0,0.0,0.17647058823529405,0.1694915254237288,1.0654039108775666,1.061627485639281,-0.3642912977409259,2.0,0,-0.30518751610054884,1.0,0
6093,1.0,0.0,0.0,0.823529411764706,0.8220338983050848,1.0654039108775666,1.061627485639281,-0.3642912977409259,2.0,0,0.45790773946291446,1.0,0
5831,0.0,0.0,0.0,0.05882352941176472,0.06779661016949157,1.0654039108775666,1.061627485639281,3.1123368660536492,0.0,0,-0.9277125930075847,0.0,1
11087,0.0,1.0,0.0,0.11764705882352944,0.09322033898305082,-0.8584946554683299,-0.7354716941498041,-0.3642912977409259,2.0,1,1.0804328163699504,1.0,0
11518,0.0,0.0,0.0,0.17647058823529405,0.14406779661016955,-0.8584946554683299,-0.7354716941498041,-0.3642912977409259,2.0,1,2.3455644242777973,2.0,0
9899,0.0,1.0,0.0,0.8823529411764705,0.8728813559322035,-0.20435731675889413,-0.22518812033683266,-0.3642912977409259,2.0,0,0.10648229282184586,1.0,0
3540,1.0,0.0,0.0,0.5882352941176471,0.5847457627118644,-1.8925570140157486,-0.7354716941498041,-0.3642912977409259,0.0,0,-0.9779162282420231,0.0,1
3540,1.0,0.0,0.0,0.7647058823529412,0.7796610169491525,-1.8925570140157486,-0.7354716941498041,-0.3642912977409259,0.0,0,-0.9779162282420231,0.0,1
12692,0.0,1.0,0.0,0.823529411764706,0.8220338983050848,-0.20435731675889413,-0.22518812033683266,-0.3642912977409259,2.0,0,-0.25498388086611046,1.0,0
4148,1.0,0.0,0.0,0.23529411764705876,0.22033898305084743,-0.20435731675889413,-0.22518812033683266,2.3726930841618974,0.0,0,-0.9377533200544723,0.0,1
10651,0.0,0.0,0.0,0.823529411764706,0.847457627118644,1.0654039108775666,1.061627485639281,-0.3642912977409259,2.0,1,1.2912880843545915,2.0,0
11087,0.0,1.0,0.0,0.11764705882352944,0.09322033898305082,-0.8584946554683299,-0.7354716941498041,-0.3642912977409259,2.0,1,1.4519397171047943,1.0,0
3597,1.0,0.0,0.0,0.823529411764706,0.8220338983050848,-1.8925570140157486,-0.7354716941498041,-0.3642912977409259,0.0,0,-0.9879569552889107,0.0,1
4107,0.0,0.0,1.0,0.2941176470588235,0.2627118644067796,-0.20435731675889413,-0.22518812033683266,-0.3642912977409259,0.0,0,-0.9678755011951353,0.0,1
14053,0.0,1.0,0.0,0.05882352941176472,0.06779661016949157,1.0654039108775666,1.061627485639281,-0.3642912977409259,2.0,0,-0.04412861288146926,1.0,0
3543,0.0,0.0,1.0,0.7647058823529412,0.7372881355932204,-1.8925570140157486,-0.7354716941498041,-0.3642912977409259,0.0,0,-0.9879569552889107,0.0,1
